trip_id,customer_id,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_type,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,gps_enabled,complaint_raised,trip_year,trip_month,trip_weekday,delay_minutes,is_delayed,net_revenue_inr,age_group
TRP002454,CUST01078,Other,37.0,Pune,RTPU015,Baner - Kharadi,Baner,Kharadi,AC Sleeper,2024-06-16,18:40,18:40,19:40,,24.4,296.0,0.0,UPI,Website,No-show,Customer Request,,61.0,Cloudy,False,Monthly Pass,True,False,2024,6,Sunday,0.0,False,296.0,36-45
TRP000697,CUST01255,Male,47.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,AC Seater,2024-09-02,09:15,09:14,09:41,09:40,9.3,76.0,16.0,Cash,Mobile App,Completed,,5.0,67.3,Fog,True,Weekly Pass,True,False,2024,9,Monday,-1.0,False,60.0,46-60
TRP001011,CUST00430,Female,29.0,Mumbai,RTMU004,Thane West - BKC,Thane West,BKC,Non-AC Seater,2024-08-02,18:35,18:35,20:05,20:05,41.7,583.0,0.0,Wallet,Corporate Portal,Completed,,5.0,53.7,Fog,True,Single Ride,True,False,2024,8,Friday,0.0,False,583.0,26-35
TRP003150,CUST00815,Female,32.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,Non-AC Seater,2024-04-12,17:50,17:50,18:56,18:56,25.9,257.0,0.0,Credit Card,Corporate Portal,Completed,,3.0,88.8,Fog,True,Corporate Plan,True,False,2024,4,Friday,0.0,False,257.0,26-35
TRP000437,CUST00838,Male,21.0,Bangalore,RTBA029,Yelahanka - HSR Layout,Yelahanka,HSR Layout,AC Sleeper,2024-02-21,19:45,19:45,20:57,,27.2,459.0,0.0,Cash,Kiosk,No-show,Customer Request,,77.3,Clear,False,Corporate Plan,True,False,2024,2,Wednesday,0.0,False,459.0,18-25
TRP001353,CUST00419,Female,18.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Non-AC Seater,2024-02-11,20:10,20:10,20:56,20:56,22.3,188.0,0.0,Net Banking,Website,Completed,,3.0,80.5,Clear,False,Single Ride,True,True,2024,2,Sunday,0.0,False,188.0,18-25
TRP001687,CUST00010,Female,19.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,AC Seater,2024-03-21,19:40,19:48,21:07,21:15,31.3,411.0,0.0,Debit Card,Mobile App,Completed,,4.0,34.0,Haze,True,Weekly Pass,False,False,2024,3,Thursday,8.0,True,411.0,18-25
TRP001761,CUST00222,Male,47.0,Chennai,RTCH047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,Non-AC Seater,2024-06-25,17:35,17:35,18:40,,24.1,333.0,95.0,Debit Card,Kiosk,No-show,Payment Failed,,45.2,Rain,False,Weekly Pass,True,False,2024,6,Tuesday,0.0,False,238.0,46-60
TRP000586,CUST01088,Female,24.0,Delhi NCR,RTDE056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,Non-AC Seater,2024-10-11,19:15,19:25,19:40,19:50,8.3,5.0,0.0,Wallet,Corporate Portal,Delayed-Completed,,5.0,96.9,Rain,True,Weekly Pass,True,False,2024,10,Friday,10.0,True,5.0,18-25
TRP000071,CUST01003,Female,40.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,AC Seater,2024-06-06,08:30,08:30,09:47,09:47,39.4,486.0,0.0,Cash,Website,Completed,,5.0,36.7,Fog,False,Weekly Pass,True,False,2024,6,Thursday,0.0,False,486.0,36-45
TRP001217,CUST01138,Male,32.0,Mumbai,RTMU009,Thane West - Vashi,Thane West,Vashi,Premium AC,2024-06-30,14:05,14:05,15:41,15:41,34.8,476.0,0.0,UPI,Mobile App,Completed,,4.0,99.9,Cloudy,False,Single Ride,True,False,2024,6,Sunday,0.0,False,476.0,26-35
TRP002385,CUST00766,Male,37.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,AC Seater,2024-09-26,19:55,19:55,20:41,20:41,20.5,189.0,0.0,Wallet,Website,Completed,,3.0,45.8,Clear,False,Single Ride,True,False,2024,9,Thursday,0.0,False,189.0,36-45
TRP000218,CUST00002,Male,31.0,Mumbai,RTMU010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,AC Sleeper,2024-09-15,09:35,09:34,11:00,10:59,28.6,327.0,0.0,Wallet,Kiosk,Completed,,5.0,69.3,Fog,False,Corporate Plan,True,False,2024,9,Sunday,-1.0,False,327.0,26-35
TRP002498,CUST00266,Male,29.0,Hyderabad,RTHY038,HITEC City - Kondapur,HITEC City,Kondapur,AC Sleeper,2024-07-09,08:05,08:05,08:47,08:47,14.1,210.0,0.0,Debit Card,Kiosk,Completed,,2.0,16.1,Haze,False,Weekly Pass,True,True,2024,7,Tuesday,0.0,False,210.0,26-35
TRP002305,CUST00508,Female,29.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,Non-AC Seater,2024-05-04,16:00,16:08,17:06,17:14,35.1,465.0,82.0,Cash,Mobile App,Completed,,3.0,34.3,Heavy Rain,False,Corporate Plan,True,False,2024,5,Saturday,8.0,True,383.0,26-35
TRP001695,CUST01143,Female,37.0,Mumbai,RTMU001,Ghatkopar - Vashi,Ghatkopar,Vashi,AC Seater,2024-08-28,10:10,,11:30,,32.5,,63.0,,Corporate Portal,Cancelled,Driver Unavailable,,,Haze,True,Single Ride,True,False,2024,8,Wednesday,,False,,36-45
TRP001367,CUST00429,Female,33.0,Delhi NCR,RTDE052,Rohini - Faridabad,Rohini,Faridabad,AC Seater,2024-01-22,07:45,07:45,08:56,08:56,31.0,431.0,0.0,Wallet,Mobile App,Completed,,5.0,93.9,Heavy Rain,True,Single Ride,True,False,2024,1,Monday,0.0,False,431.0,26-35
TRP001650,CUST00164,Male,25.0,Bangalore,RTBA026,Electronic City - Bannerghatta Road,Electronic City,Bannerghatta Road,Non-AC Seater,2024-02-14,08:55,08:55,10:57,10:57,39.4,426.0,0.0,Cash,Mobile App,Completed,,,54.0,Fog,True,Single Ride,True,False,2024,2,Wednesday,0.0,False,426.0,18-25
TRP000953,CUST00202,Female,37.0,Hyderabad,RTHY032,Kukatpally - Miyapur,Kukatpally,Miyapur,Non-AC Seater,2024-04-30,20:15,20:12,21:25,21:22,33.1,384.0,0.0,Credit Card,Mobile App,Completed,,3.0,26.7,Clear,False,Monthly Pass,False,False,2024,4,Tuesday,-3.0,False,384.0,36-45
TRP002303,CUST00620,Male,27.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,AC Sleeper,2024-04-04,17:05,17:05,18:20,,29.8,336.0,0.0,UPI,Website,No-show,Customer Request,,73.3,Cloudy,True,Weekly Pass,True,False,2024,4,Thursday,0.0,False,336.0,26-35
TRP002662,CUST00060,Female,33.0,Delhi NCR,RTDE059,Saket - Faridabad,Saket,Faridabad,Non-AC Seater,2024-03-05,08:50,09:42,10:05,10:57,25.9,328.0,0.0,UPI,Kiosk,Delayed-Completed,,5.0,29.8,Rain,True,Weekly Pass,True,False,2024,3,Tuesday,52.0,True,328.0,26-35
TRP000970,CUST00201,Female,27.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,AC Seater,2024-07-11,16:15,16:15,16:51,,18.2,147.0,0.0,Net Banking,Corporate Portal,No-show,Customer Request,,82.7,Clear,False,Single Ride,True,False,2024,7,Thursday,0.0,False,147.0,26-35
TRP002065,CUST00108,Female,36.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Premium AC,2024-02-20,09:35,09:37,10:21,10:23,22.3,271.0,0.0,Net Banking,Website,Completed,,,78.6,Heavy Rain,True,Corporate Plan,False,False,2024,2,Tuesday,2.0,False,271.0,36-45
TRP002222,CUST00717,Male,33.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Non-AC Seater,2024-06-16,09:15,09:15,09:42,09:42,10.7,109.0,0.0,Wallet,Mobile App,Completed,,1.0,67.8,Rain,False,Corporate Plan,True,False,2024,6,Sunday,0.0,False,109.0,26-35
TRP001180,CUST00594,Male,24.0,Delhi NCR,RTDE055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,AC Sleeper,2024-10-18,08:55,08:55,09:10,,8.4,95.0,0.0,Debit Card,Mobile App,No-show,Customer Request,,52.0,Heavy Rain,True,Corporate Plan,True,False,2024,10,Friday,0.0,False,95.0,18-25
TRP002584,CUST01135,Male,18.0,Hyderabad,RTHY039,Uppal - Kondapur,Uppal,Kondapur,Non-AC Seater,2024-04-20,09:40,09:41,11:04,11:05,25.9,362.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,70.0,Heavy Rain,False,Corporate Plan,True,False,2024,4,Saturday,1.0,False,362.0,18-25
TRP000265,CUST01066,Male,38.0,Mumbai,RTMU003,Andheri East - Powai,Andheri East,Powai,Premium AC,2024-04-14,17:30,17:30,18:28,18:28,22.8,438.0,0.0,Credit Card,Website,Completed,,,94.9,Haze,False,Single Ride,True,True,2024,4,Sunday,0.0,False,438.0,36-45
TRP002073,CUST00779,Other,24.0,Hyderabad,RTHY033,Miyapur - Kondapur,Miyapur,Kondapur,Non-AC Seater,2024-06-10,22:20,22:15,23:46,23:41,30.4,290.0,0.0,Credit Card,Kiosk,Completed,,,91.9,Rain,False,Corporate Plan,True,False,2024,6,Monday,-5.0,False,290.0,18-25
TRP002891,CUST00070,Male,34.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,AC Seater,2024-09-16,16:40,16:37,17:35,17:32,26.1,352.0,0.0,Credit Card,Website,Completed,,2.0,17.3,Haze,False,Corporate Plan,True,False,2024,9,Monday,-3.0,False,352.0,26-35
TRP000642,CUST00433,Male,19.0,Pune,RTPU019,Kothrud - Magarpatta,Kothrud,Magarpatta,Premium AC,2024-08-13,19:05,19:13,19:25,19:33,10.7,155.0,0.0,Wallet,Kiosk,Completed,,3.0,82.1,Cloudy,True,Monthly Pass,True,False,2024,8,Tuesday,8.0,True,155.0,18-25
TRP001471,CUST01029,Male,35.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,AC Sleeper,2024-02-21,12:30,12:30,13:18,13:18,18.7,245.0,0.0,Debit Card,Mobile App,Completed,,5.0,60.6,Cloudy,False,Single Ride,False,True,2024,2,Wednesday,0.0,False,245.0,26-35
TRP000764,CUST00295,Female,18.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,Premium AC,2024-08-12,22:15,22:15,23:33,23:33,26.1,493.0,75.0,Net Banking,Corporate Portal,Completed,,5.0,32.7,Clear,False,Single Ride,True,False,2024,8,Monday,0.0,False,418.0,18-25
TRP003183,CUST00930,Male,29.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,Non-AC Seater,2024-12-31,18:30,18:30,19:36,19:36,32.7,405.0,0.0,Credit Card,Website,Completed,,4.0,35.8,Haze,True,Corporate Plan,True,False,2024,12,Tuesday,0.0,False,405.0,26-35
TRP001291,CUST01026,Male,18.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,AC Sleeper,2024-11-30,16:25,16:25,18:10,,33.4,553.0,0.0,Net Banking,Kiosk,No-show,Customer Request,,46.0,Clear,False,Single Ride,False,False,2024,11,Saturday,0.0,False,553.0,18-25
TRP002649,CUST00308,Female,23.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,AC Seater,2024-08-16,11:10,11:06,11:57,11:53,18.7,254.0,0.0,Net Banking,Corporate Portal,Completed,,3.0,98.1,Fog,False,Corporate Plan,True,True,2024,8,Friday,-4.0,False,254.0,18-25
TRP002700,CUST00605,Female,23.0,Pune,RTPU017,Kharadi - Baner,Kharadi,Baner,Non-AC Seater,2024-09-04,19:50,19:56,21:16,21:22,27.7,230.0,20.0,Net Banking,Kiosk,Completed,,5.0,99.7,Rain,False,Monthly Pass,True,False,2024,9,Wednesday,6.0,True,210.0,18-25
TRP001272,CUST01272,Female,32.0,Pune,RTPU014,Shivajinagar - Aundh,Shivajinagar,Aundh,Non-AC Seater,2024-08-14,17:20,17:23,17:42,17:45,9.3,104.0,0.0,Cash,Website,Completed,,3.0,82.0,Fog,True,Single Ride,True,False,2024,8,Wednesday,3.0,False,104.0,26-35
TRP002254,CUST00242,Female,40.0,Bangalore,RTBA021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Premium AC,2024-09-27,18:00,18:05,18:44,18:49,22.3,349.0,0.0,Cash,Corporate Portal,Completed,,2.0,43.5,Clear,True,Corporate Plan,True,True,2024,9,Friday,5.0,False,349.0,36-45
TRP000499,CUST01184,Female,30.0,Pune,RTPU011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Premium AC,2024-05-27,09:00,09:00,10:46,10:46,39.5,751.0,164.0,Net Banking,Website,Completed,,4.0,50.6,Cloudy,False,Single Ride,True,False,2024,5,Monday,0.0,False,587.0,26-35
TRP001002,CUST00149,Female,29.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Premium AC,2024-08-30,20:30,21:11,21:37,22:18,20.5,349.0,0.0,Credit Card,Kiosk,Delayed-Completed,,5.0,55.1,Clear,False,Weekly Pass,True,False,2024,8,Friday,41.0,True,349.0,26-35
TRP000635,CUST01389,Female,28.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,AC Sleeper,2024-02-25,11:00,11:05,12:18,12:23,24.5,266.0,56.0,Debit Card,Website,Completed,,5.0,55.4,Clear,False,Weekly Pass,True,False,2024,2,Sunday,5.0,False,210.0,26-35
TRP002344,CUST01342,Female,33.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,Non-AC Seater,2024-10-20,15:35,15:35,16:45,16:45,32.7,282.0,0.0,Credit Card,Website,Completed,,3.0,27.2,Heavy Rain,False,Weekly Pass,True,False,2024,10,Sunday,0.0,False,282.0,26-35
TRP002033,CUST00153,Other,38.0,Chennai,RTCH045,Adyar - Tambaram,Adyar,Tambaram,Premium AC,2024-04-09,22:45,22:45,23:34,23:34,20.9,324.0,0.0,Credit Card,Website,Completed,,3.0,74.7,Haze,False,Corporate Plan,True,False,2024,4,Tuesday,0.0,False,324.0,36-45
TRP001718,CUST00523,Male,42.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,AC Seater,2024-11-30,18:35,18:37,19:52,19:54,29.8,251.0,42.0,Wallet,Corporate Portal,Completed,,5.0,98.2,Cloudy,False,Monthly Pass,True,False,2024,11,Saturday,2.0,False,209.0,36-45
TRP002090,CUST00612,Female,38.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Non-AC Seater,2024-10-17,19:40,19:40,20:01,,9.2,126.0,0.0,Cash,Website,No-show,Customer Request,,81.7,Clear,True,Monthly Pass,True,False,2024,10,Thursday,0.0,False,126.0,36-45
TRP000365,CUST00663,Female,30.0,Hyderabad,RTHY037,Kukatpally - Uppal,Kukatpally,Uppal,AC Seater,2024-08-17,12:20,12:20,12:56,12:56,16.0,157.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,57.8,Heavy Rain,False,Corporate Plan,True,False,2024,8,Saturday,0.0,False,157.0,26-35
TRP000203,CUST00796,Male,33.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,Premium AC,2024-01-19,14:55,14:58,15:18,15:21,9.1,117.0,19.0,Net Banking,Website,Completed,,,44.4,Clear,False,Single Ride,True,False,2024,1,Friday,3.0,False,98.0,26-35
TRP000089,CUST00890,Female,43.0,Bangalore,RTBA028,Hebbal - Whitefield,Hebbal,Whitefield,AC Sleeper,2024-09-02,10:15,10:36,11:28,11:49,32.7,388.0,0.0,Credit Card,Website,Delayed-Completed,,5.0,88.5,Heavy Rain,True,Single Ride,True,False,2024,9,Monday,21.0,True,388.0,36-45
TRP002274,CUST00441,Male,39.0,Bangalore,RTBA025,Hebbal - Marathahalli,Hebbal,Marathahalli,Premium AC,2024-11-07,07:15,07:15,07:42,07:42,9.2,171.0,0.0,Wallet,Website,Completed,,3.0,29.5,Rain,True,Monthly Pass,True,False,2024,11,Thursday,0.0,False,171.0,36-45
TRP000087,CUST00073,Male,23.0,Delhi NCR,RTDE060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Non-AC Seater,2024-08-25,21:00,21:00,22:21,,31.3,251.0,35.0,Debit Card,Kiosk,No-show,Customer Request,,46.5,Rain,False,Monthly Pass,False,False,2024,8,Sunday,0.0,False,216.0,18-25
TRP000549,CUST00165,Female,33.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,AC Seater,2024-06-06,17:15,17:15,18:45,18:45,33.5,274.0,0.0,Net Banking,Kiosk,Completed,,3.0,67.9,Rain,False,Weekly Pass,True,False,2024,6,Thursday,0.0,False,274.0,26-35
TRP002929,CUST00406,Male,32.0,Delhi NCR,RTDE058,Faridabad - Saket,Faridabad,Saket,AC Seater,2024-06-03,10:20,10:20,11:27,11:27,22.0,265.0,69.0,Wallet,Kiosk,Completed,,4.0,28.7,Heavy Rain,True,Weekly Pass,True,False,2024,6,Monday,0.0,False,196.0,26-35
TRP001750,CUST00709,Male,29.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,AC Sleeper,2024-06-03,18:15,18:10,19:36,19:31,37.6,583.0,0.0,Credit Card,Mobile App,Completed,,5.0,98.8,Cloudy,True,Single Ride,True,False,2024,6,Monday,-5.0,False,583.0,26-35
TRP000425,CUST00931,Male,18.0,Bangalore,RTBA022,HSR Layout - Bannerghatta Road,HSR Layout,Bannerghatta Road,AC Sleeper,2024-11-28,18:00,18:00,19:50,19:50,40.7,489.0,0.0,Credit Card,Website,Completed,,5.0,34.4,Fog,False,Monthly Pass,True,False,2024,11,Thursday,0.0,False,489.0,18-25
TRP001821,CUST00198,Male,18.0,Bangalore,RTBA024,Hebbal - Electronic City,Hebbal,Electronic City,AC Sleeper,2024-02-13,20:45,20:46,21:22,21:23,17.8,291.0,54.0,Credit Card,Corporate Portal,Completed,,3.0,65.9,Clear,True,Monthly Pass,True,False,2024,2,Tuesday,1.0,False,237.0,18-25
TRP002137,CUST01337,Female,26.0,Pune,RTPU020,Aundh - Kharadi,Aundh,Kharadi,AC Seater,2024-06-03,09:10,09:15,10:47,10:52,32.8,311.0,0.0,Net Banking,Website,Completed,,5.0,97.7,Rain,True,Monthly Pass,True,False,2024,6,Monday,5.0,False,311.0,26-35
TRP002650,CUST00077,Female,34.0,Mumbai,RTMU008,Thane West - Mulund,Thane West,Mulund,AC Sleeper,2024-10-09,18:30,18:30,19:46,19:46,23.5,398.0,37.0,Cash,Kiosk,Completed,,4.0,31.7,Haze,True,Weekly Pass,True,False,2024,10,Wednesday,0.0,False,361.0,26-35
TRP001204,CUST00274,Other,22.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,Premium AC,2024-04-30,07:15,07:25,08:19,08:29,33.4,512.0,0.0,Wallet,Corporate Portal,Completed,,5.0,46.4,Heavy Rain,True,Monthly Pass,True,False,2024,4,Tuesday,10.0,True,512.0,18-25
TRP001440,CUST00790,Male,18.0,Pune,RTPU013,Hadapsar - Kothrud,Hadapsar,Kothrud,AC Sleeper,2024-05-20,09:20,09:20,09:43,09:43,9.1,117.0,0.0,UPI,Kiosk,Completed,,,57.8,Clear,True,Single Ride,True,True,2024,5,Monday,0.0,False,117.0,18-25
TRP000815,CUST01039,Female,34.0,Chennai,RTCH048,Guindy - Adyar,Guindy,Adyar,Non-AC Seater,2024-09-01,19:10,,19:49,,12.9,,0.0,,Website,Cancelled,Traffic/Weather,,,Haze,False,Weekly Pass,True,False,2024,9,Sunday,,False,,26-35
TRP002749,CUST01018,Female,24.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,AC Sleeper,2024-06-16,17:30,17:30,17:59,17:59,10.3,126.0,0.0,Debit Card,Corporate Portal,Completed,,5.0,37.6,Fog,False,Single Ride,True,False,2024,6,Sunday,0.0,False,126.0,18-25
TRP002871,CUST01186,Female,37.0,Pune,RTPU016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Non-AC Seater,2024-05-02,11:45,11:45,12:52,12:52,20.5,231.0,0.0,Credit Card,Mobile App,Completed,,,68.2,Fog,False,Weekly Pass,True,False,2024,5,Thursday,0.0,False,231.0,36-45
TRP001619,CUST00201,Female,27.0,Chennai,RTCH049,Velachery - Tambaram,Velachery,Tambaram,AC Seater,2024-03-15,22:15,22:23,00:02,00:10,37.6,327.0,0.0,Cash,Kiosk,Completed,,5.0,92.0,Heavy Rain,False,Weekly Pass,True,False,2024,3,Friday,8.0,True,327.0,26-35
TRP002635,CUST00704,Male,27.0,Chennai,RTCH046,OMR - T Nagar,OMR,T Nagar,AC Seater,2024-11-25,09:15,09:17,10:42,10:44,32.0,440.0,106.0,Net Banking,Website,Completed,,3.0,81.5,Fog,False,Single Ride,True,False,2024,11,Monday,2.0,False,334.0,26-35
TRP002887,CUST00915,Female,30.0,Delhi NCR,RTDE054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Non-AC Seater,2024-05-03,20:20,20:20,21:02,21:02,18.7,243.0,0.0,Net Banking,Mobile App,Completed,,1.0,49.5,Haze,True,Monthly Pass,True,False,2024,5,Friday,0.0,False,243.0,26-35
TRP001655,CUST01293,Male,22.0,Hyderabad,RTHY038,HITEC City - Kondapur,HITEC City,Kondapur,AC Sleeper,2024-03-22,07:45,07:50,08:27,08:32,14.1,148.0,0.0,Credit Card,Kiosk,Completed,,,83.5,Fog,True,Single Ride,True,False,2024,3,Friday,5.0,False,148.0,18-25
TRP001030,CUST00912,Male,24.0,Mumbai,RTMU006,Malad West - Lower Parel,Malad West,Lower Parel,AC Seater,2024-02-24,18:40,18:56,20:11,20:27,29.8,399.0,0.0,Wallet,Corporate Portal,Delayed-Completed,,1.0,89.1,Fog,False,Monthly Pass,True,False,2024,2,Saturday,16.0,True,399.0,18-25
TRP000557,CUST00784,Female,26.0,Mumbai,RTMU002,Andheri East - Thane West,Andheri East,Thane West,Non-AC Seater,2024-11-24,18:55,19:07,19:50,20:02,24.5,214.0,0.0,Net Banking,Corporate Portal,Completed,,4.0,36.3,Heavy Rain,False,Monthly Pass,True,False,2024,11,Sunday,12.0,True,214.0,26-35
TRP002431,CUST00156,Female,47.0,Mumbai,RTMU005,Lower Parel - Mulund,Lower Parel,Mulund,Non-AC Seater,2024-01-17,09:00,09:32,09:24,09:56,10.9,127.0,0.0,Net Banking,Kiosk,Delayed-Completed,,5.0,22.6,Rain,True,Corporate Plan,True,False,2024,1,Wednesday,32.0,True,127.0,46-60
TRP002179,CUST00614,Female,19.0,Chennai,RTCH041,Adyar - Guindy,Adyar,Guindy,AC Seater,2024-07-22,17:10,17:10,18:04,,18.2,224.0,0.0,Credit Card,Corporate Portal,No-show,Payment Failed,,88.1,Heavy Rain,False,Corporate Plan,True,False,2024,7,Monday,0.0,False,224.0,18-25
TRP001672,CUST01084,Male,30.0,Bangalore,RTBA023,Whitefield - Yelahanka,Whitefield,Yelahanka,Premium AC,2024-04-27,17:00,17:00,18:27,18:27,35.1,640.0,123.0,Cash,Website,Completed,,3.0,99.7,Haze,False,Weekly Pass,True,False,2024,4,Saturday,0.0,False,517.0,26-35
TRP000796,CUST01039,Female,34.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Sleeper,2024-07-22,11:30,11:30,12:24,12:24,22.1,377.0,0.0,Debit Card,Mobile App,Completed,,4.0,56.1,Cloudy,False,Monthly Pass,False,False,2024,7,Monday,0.0,False,377.0,26-35
TRP000996,CUST01246,Female,25.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Non-AC Seater,2024-06-10,20:45,,22:24,,33.5,,0.0,,Kiosk,Cancelled,Bus Breakdown,,,Cloudy,False,Single Ride,True,False,2024,6,Monday,,False,,18-25
TRP000993,CUST01335,Female,18.0,Delhi NCR,RTDE052,Rohini - Faridabad,Rohini,Faridabad,Premium AC,2024-12-04,19:05,19:06,20:38,20:39,31.0,415.0,0.0,Net Banking,Website,Completed,,5.0,95.1,Clear,False,Weekly Pass,True,False,2024,12,Wednesday,1.0,False,415.0,18-25
TRP002038,CUST00771,Male,37.0,Delhi NCR,RTDE057,Rohini - Indirapuram,Rohini,Indirapuram,AC Seater,2024-05-01,19:10,20:05,19:36,20:31,10.3,138.0,0.0,Net Banking,Corporate Portal,Delayed-Completed,,3.0,70.1,Rain,True,Single Ride,True,False,2024,5,Wednesday,55.0,True,138.0,36-45
TRP001925,CUST00501,Male,20.0,Bangalore,RTBA022,HSR Layout - Bannerghatta Road,HSR Layout,Bannerghatta Road,AC Sleeper,2024-09-17,17:10,17:37,19:07,19:34,40.7,435.0,0.0,Wallet,Website,Delayed-Completed,,4.0,99.2,Clear,True,Weekly Pass,True,True,2024,9,Tuesday,27.0,True,435.0,18-25
TRP001316,CUST00676,Female,34.0,Bangalore,RTBA027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Non-AC Seater,2024-05-20,10:00,,11:04,,33.5,,0.0,,Website,Cancelled,Payment Failed,,,Heavy Rain,True,Corporate Plan,True,False,2024,5,Monday,,False,,26-35
TRP002061,CUST01305,Male,19.0,Hyderabad,RTHY036,Kondapur - Kukatpally,Kondapur,Kukatpally,Premium AC,2024-09-01,08:30,08:41,10:09,10:20,34.6,465.0,128.0,Wallet,Corporate Portal,Completed,,5.0,21.3,Cloudy,False,Monthly Pass,True,False,2024,9,Sunday,11.0,True,337.0,18-25
TRP001871,CUST00691,Male,40.0,Chennai,RTCH050,Tambaram - Adyar,Tambaram,Adyar,Premium AC,2024-08-19,19:20,19:18,19:45,19:43,8.4,110.0,0.0,UPI,Kiosk,Completed,,,30.6,Rain,True,Weekly Pass,False,False,2024,8,Monday,-2.0,False,110.0,36-45
TRP001635,CUST00049,Male,32.0,Mumbai,RTMU007,Thane West - Borivali,Thane West,Borivali,AC Sleeper,2024-05-03,19:40,,20:32,,22.1,,14.0,,Website,Cancelled,Bus Breakdown,,,Fog,False,Monthly Pass,True,False,2024,5,Friday,,False,,26-35
TRP002044,CUST00216,Female,22.0,Chennai,RTCH042,Anna Nagar - Porur,Anna Nagar,Porur,Non-AC Seater,2024-03-16,08:05,08:05,09:13,09:13,33.4,277.0,0.0,Credit Card,Kiosk,Completed,,4.0,37.6,Heavy Rain,False,Weekly Pass,True,False,2024,3,Saturday,0.0,False,277.0,18-25
TRP003028,CUST00923,Female,25.0,Chennai,RTCH044,Velachery - OMR,Velachery,OMR,AC Sleeper,2024-04-21,11:10,11:18,12:35,12:43,26.1,383.0,0.0,Wallet,Corporate Portal,Completed,,2.0,16.8,Haze,False,Corporate Plan,True,False,2024,4,Sunday,8.0,True,383.0,18-25
TRP002732,CUST01206,Male,27.0,Bangalore,RTBA022,HSR Layout - Bannerghatta Road,HSR Layout,Bannerghatta Road,AC Seater,2024-08-19,07:00,06:55,08:44,08:39,40.7,519.0,0.0,Net Banking,Kiosk,Completed,,5.0,17.8,Rain,True,Corporate Plan,True,False,2024,8,Monday,-5.0,False,519.0,26-35
